event_id,event_title,date,description,region,agreement_check,agreement_link,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
369,Акция «Выйди на улицу – верни им свободу!» в рамках «Стратегии-6»,2013-12-06,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,политзаключенные,Болотное дело,институциональный протест,['reckIDN9MSFn5VztY'],24,"['reccMao3IjfHm9lKZ', 'recejBsL4BHeWptpU', 'recVM4JVqI9w0noEx']",Манежная площадь,http://ovdinfo.org/express-news/2013/12/06/eshche-24-cheloveka-zaderzhano-na-akcii-v-podderzhku-uznikov-bolotnoy
372,"Акция «Чтите Конституцию, мать вашу!»",2013-12-12,,['recPrDrobUuRrCB6x'],,,акция,политический протест,против власти,,институциональный протест,['recqhdSmCWM3cT8rI'],6,['reccMao3IjfHm9lKZ'],Пушкинская площадь,"http://ovdinfo.org/express-news/2013/12/12/zaderzhannye-na-akcii-v-zashchitu-konstitucii-vyshli-na-svobodu, http://ovdinfo.org/express-news/2013/12/12/zaderzhaniya-na-pushkinskoy-ploshchadi-v-den-konstitucii"
370,Акция в метро «Свободу узникам 6 мая»,2013-12-12,"Акция ""Свободу узникам 6 мая"" на станции метро Комсомольская",['recPrDrobUuRrCB6x'],,,акция,политический протест,политзаключенные,Болотное дело,институциональный протест,['reckIDN9MSFn5VztY'],7,['recx09M1DMTZLf4FT'],ст. м. Комсомольская,"http://ovdinfo.org/express-news/2013/12/13/iz-1-ogo-otdela-po-metropolitenu-otpushcheny-vse-zaderzhannye, http://ovdinfo.org/express-news/2013/12/12/zaderzhannye-na-komsomolskoy-perevezeny-v-1-y-otdel-po-metropolitenu, http://ovdinfo.org/express-news/2013/12/12/sem-chelovek-zaderzhany-za-akciyu-v-moskovskom-metro"
371,"Одиночный пикет «Я человек, а не пропаганда» у здания Конституционного суда РФ ",2013-12-12,,['recs8CXZcUBPl95yA'],,,одиночный пикет,групповой протест,гендерные права,,активистский протест,,1,['recXuq2BGX5eB1vW6'],"у здания Конституционного суда РФ, Сенатская площадь",http://vk.com/miting_help?w=wall-32875578_24755%2Fall
373,Одиночный пикет «Свобода слова для всех»,2013-12-14,"Анатолий Игнатьев фотографировал одиночный пикет с требованием «свободы слова для всех», проходивший у памятника Гоголю. Фотограф был задержан полицейским, которому не понравилось, что он попал в кадр.",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,свобода слова,,активистский протест,,1,['recuI001EdVNovK9e'],Гоголевский бульвар,http://ovdinfo.org/node/7849
375,Акция поддержки сотрудников РИА Новости,2013-12-16,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,свобода слова,против цензуры,активистский протест,,2,['recQtuofPNhEf8F6r'],"у здания РИА Новости, Зубовский бульвар, дом 4","http://ovdinfo.org/express-news/2013/12/16/dmitriy-zykov-i-igor-yasin-otpushcheny-iz-ovd, http://ovdinfo.org/express-news/2013/12/16/dvoe-chelovek-zaderzhany-na-pikete-v-podderzhku-rian"
374,Народный сход «За широкую амнистию!»,2013-12-16,Накануне рассмотрения проекта амнистии к 20-летию Конституции к Госдуме вышли люди чтобы потребовать освободить политических заключенных.,['recPrDrobUuRrCB6x'],,,собрание,политический протест,политзаключенные,Болотное дело,институциональный протест,['reckIDN9MSFn5VztY'],16,['rec48POuHZIFZKgFj'],"у Государственной Думы, ул. Охотный ряд, д. 1","http://ovdinfo.org/express-news/2013/12/17/vse-zaderzhannye-u-zdaniya-gosudarstvennoy-dumy-vyshli-na-svobodu, http://ovdinfo.org/express-news/2013/12/17/dvoih-zaderzhannyh-iz-ovd-tverskoy-otpustili-bez-protokolov, http://ovdinfo.org/express-news/2013/12/16/v-tverskom-ovd-policeyskie-primenili-silu-protiv-obshchestvennogo, http://ovdinfo.org/express-news/2013/12/16/po-utochnennym-dannym-u-gosdumy-zaderzhany-16-chelovek, http://ovdinfo.org/express-news/2013/12/16/zaderzhaniya-u-gosdumy-prodolzhayutsya, http://ovdinfo.org/express-news/2013/12/16/u-dumy-zaderzhan-eshche-odin-chelovek, http://ovdinfo.org/express-news/2013/12/16/nachalis-zaderzhaniya-u-gosudarstvennoy-dumy"
377,Пресс-конференция Путина,2013-12-19,"Журналист Евгений Левкович и еще 22 человек из группы поддержки задержаны у здания ВТЦ, где должна состояться пресс-конференция Владимира Путина. Левкович и инициативная группа предыдущий месяц собирали подписи под прошением о широкой «Болотного дела». Они планировали задать вопросы об этом на пресс-конференции. Задержанных доставили в ОВД Пресненское.",['recPrDrobUuRrCB6x'],,,культурно-просветительское мероприятие,политический протест,политзаключенные,Болотное дело,активистский протест,,22,['rechzc7mbTt1H0JiC'],"у здания Центра международной торговли, Краснопресненская наб., 12","http://ovdinfo.org/express-news/2013/12/19/zaderzhannye-pered-press-konferenciey-putina-otpushcheny, http://ovdinfo.org/express-news/2013/12/19/22-cheloveka-zaderzhany-na-press-konferencii-putina"
376,Бессрочный пикет у Администрации президента,2013-12-19,Одиночный пикет Веры Шиховой с требованием компенсации сыну.,['recPrDrobUuRrCB6x'],,,одиночный пикет,локальный протест,здравоохранение,профессиональные права,активистский протест,,1,['recejBsL4BHeWptpU'],"у здания Администрации Президента, Старая площадь, д.4","http://ovdinfo.org/express-news/2013/12/19/veru-shihovu-otpustili-iz-ovd-kitay-gorod, http://ovdinfo.org/express-news/2013/12/19/u-zdaniya-administracii-prezidenta-svernut-bessrochnyy-piket"
378,Одиночный пикет в связи с конфликтом вокруг креативного пространства «Четверть»,2013-12-24,,['recs8CXZcUBPl95yA'],,,одиночный пикет,локальный протест,градостроительная,,активистский протест,,1,['recXuq2BGX5eB1vW6'],,http://vk.com/miting_help?w=wall-32875578_25001%2Fall
380,Акция «У нас есть вопросы»,2013-12-31,,['recPrDrobUuRrCB6x'],,,акция,политический протест,против власти,,институциональный протест,['recqhdSmCWM3cT8rI'],10,['recQtuofPNhEf8F6r'],"возле дома Пашкова, улица Воздвиженка, 3/5С1","http://ovdinfo.org/node/7938, http://lenta.ru/news/2013/12/31/questions/"
381,Стратегия-31,2013-12-31,,['recPrDrobUuRrCB6x'],,,собрание,политический протест,свобода собраний,Стратегия-31,институциональный протест,['receb3xd5M7x38vN3'],28,"['reccMao3IjfHm9lKZ', 'rechzc7mbTt1H0JiC', 'rec48POuHZIFZKgFj']",Триумфальная площадь,http://ovdinfo.org/express-news/2013/12/31/zaderzhannyh-na-triumfalnoy-nachali-otpuskat-iz-policii
379,Стратегия-31,2013-12-31,,['recs8CXZcUBPl95yA'],,,собрание,политический протест,свобода собраний,Стратегия-31,институциональный протест,['receb3xd5M7x38vN3'],13,['rec0T0RwwpIVR3aWc'],"у Гостинного двора, Невский проспект, д. 35",http://vk.com/miting_help?w=wall-32875578_25101%2Fall
382,Акция «Выйди на улицу – верни им свободу!» в рамках «Стратегии-6»,2014-01-06,Традиционная акция в защиту узников Болотной прошла у памятника Жукову на Манежной площади. Задержаны 28 человек.,['recPrDrobUuRrCB6x'],,,собрание,политический протест,политзаключенные,Болотное дело,институциональный протест,['rec0xDigMoeMqYUU0'],28,"['reccMao3IjfHm9lKZ', 'recejBsL4BHeWptpU', 'recOFgBnhdzcJFbQz', 'recVM4JVqI9w0noEx']",Манежная площадь,"http://ovdinfo.org/express-news/2014/01/06/zaderzhannyh-na-manezhnoy-ploshchadi-otpustili-iz-ovd, http://ovdinfo.org/express-news/2014/01/06/eshche-odna-zaderzhannaya-na-manezhnoy-ploshchadi, http://ovdinfo.org/express-news/2014/01/06/27-chelovek-zaderzhany-na-manezhnoy-ploshchadi"
383,"Серия одиночных пикетов против пыток, примененных к арестованному Даниилу Константинову",2014-01-13,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,,активистский протест,,7,['reccMao3IjfHm9lKZ'],"у здания СК РФ, Технический переулок, д. 2",http://ovdinfo.org/node/7971
384,Акция жителей Новокосино против постройки гостиницы,2014-01-15,,['recPrDrobUuRrCB6x'],,,собрание,локальный протест,градостроительная,против застройки,стихийный протест,,3,,"ул Новокосинская, д 18","http://ovdinfo.org/node/7975, https://twitter.com/netstroike/status/423547479532265472"
